categories,description,height,length,name,price,sku,stock,tags,weight,width
"iceberg,pokemon","Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",5,5,Regice,165.0,2261,107,"clear body,iceberg,regice",385.8,5
"pokemon,rock peak","Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",5,5,Regirock,66.0,5687,65,"clear body,regirock,rock peak",507.1,5
"penguin,pokemon",It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,2,2,Prinplup,177.0,5785,52,"penguin,prinplup,torrent",50.7,2
"flame,pokemon",It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,3,3,Infernape,165.0,3225,82,"blaze,flame,infernape",121.3,3
"playful,pokemon",It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,2,2,Monferno,68.0,8413,299,"blaze,monferno,playful",48.5,2
"chimp,pokemon",The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,1,1,Chimchar,143.0,5021,242,"blaze,chimchar,chimp",13.7,1
"continent,pokemon",Small Pokémon occasionally gather on its unmoving back to begin building their nests.,7,7,Torterra,87.0,8373,146,"continent,overgrow,torterra",683.4,7
"grove,pokemon",It knows where pure water wells up. It carries fellow Pokémon there on its back.,3,3,Grotle,154.0,7359,187,"grotle,grove,overgrow",213.8,3
"pokemon,tiny leaf","It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",1,1,Turtwig,101.0,8788,254,"overgrow,tiny leaf,turtwig",22.5,1
"pokemon,wish",Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,1,1,Jirachi,111.0,7952,294,"jirachi,serene grace,wish",2.4,1
"pokemon,sky high","It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",23,23,Rayquaza,97.0,5410,31,"air lock,rayquaza,sky high",455.2,23
"continent,pokemon","Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",11,11,Groudon,124.0,6626,138,"continent,drought,groudon",2094.4,11
"pokemon,sea basin","Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",14,14,Kyogre,27.0,5206,136,"drizzle,kyogre,sea basin",776.0,14
"eon,pokemon",Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,6,6,Latios,166.0,7850,197,"eon,latios,levitate",132.3,6
"eon,pokemon",Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,4,4,Latias,126.0,5077,245,"eon,latias,levitate",88.2,4
"bouquet,pokemon","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",2,2,Roserade,155.0,7696,116,"bouquet,poison point,roserade",32.0,2
"bud,pokemon","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",,,Budew,171.0,3438,62,"bud,budew,poison point",2.6,
"gleam eyes,pokemon",Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,4,4,Luxray,43.0,4317,227,"gleam eyes,intimidate,luxray",92.6,4
"pokemon,shield",It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,1,1,Shieldon,42.0,9942,284,"shield,shieldon,sturdy",125.7,1
"head butt,pokemon",Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,5,5,Rampardos,196.0,3536,91,"head butt,mold breaker,rampardos",226.0,5
"head butt,pokemon","A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",2,2,Cranidos,47.0,8627,98,"cranidos,head butt,mold breaker",69.4,2
"pokemon,spark",Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,2,2,Luxio,168.0,9734,222,"intimidate,luxio,spark",67.2,2
"flash,pokemon",All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,1,1,Shinx,149.0,1507,295,"flash,intimidate,shinx",20.9,1
"cricket,pokemon",It signals its emotions with its melodies. Scientists are studying these melodic patterns.,3,3,Kricketune,53.0,8726,186,"cricket,kricketune,swarm",56.2,3
"cricket,pokemon","When its antennae hit each other, it sounds like the music of a xylophone.",1,1,Kricketot,94.0,9812,137,"cricket,kricketot,shed skin",4.9,1
"beaver,pokemon",It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,3,3,Bibarel,114.0,6844,156,"beaver,bibarel,simple",69.4,3
"plump mouse,pokemon",It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,1,1,Bidoof,128.0,1171,264,"bidoof,plump mouse,simple",44.1,1
"pokemon,predator","When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",3,3,Staraptor,42.0,9866,131,"intimidate,predator,staraptor",54.9,3
"pokemon,starling",It lives in forests and fields. Squabbles over territory occur when flocks collide.,2,2,Staravia,158.0,1799,263,"intimidate,staravia,starling",34.2,2
"pokemon,starling","They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",1,1,Starly,59.0,3055,110,"keen eye,starling,starly",4.4,1
"emperor,pokemon",The three horns that extend from its beak attest to its power. The leader has the biggest horns.,5,5,Empoleon,42.0,2449,232,"emperor,empoleon,torrent",186.3,5
"pokemon,rabbit","When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",1,1,Buneary,180.0,6054,204,"buneary,rabbit,run away",12.1,1
"blimp,pokemon","It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",3,3,Drifblim,36.0,9301,233,"aftermath,blimp,drifblim",33.1,3
"balloon,pokemon",These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,1,1,Drifloon,70.0,6748,84,"aftermath,balloon,drifloon",2.6,1
"long tail,pokemon","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",3,3,Ambipom,36.0,9199,247,"ambipom,long tail,pickup",44.8,3
"pokemon,sea slug",It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,2,2,Gastrodon,148.0,8490,119,"gastrodon,sea slug,sticky hold",65.9,2
"blossom,pokemon","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",1,1,Cherrim,161.0,2914,143,"blossom,cherrim,flower gift",20.5,1
"pokemon,sea slug","Its shape and coloration vary, depending on its habitat.",1,1,Shellos,163.0,4538,149,"sea slug,shellos,sticky hold",13.9,1
"cherry,pokemon",It evolves by sucking the energy out of the small ball where it had been storing nutrients.,1,1,Cherubi,101.0,5681,127,"cherry,cherubi,chlorophyll",7.3,1
"pokemon,sea weasel",Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,3,3,Floatzel,40.0,4591,116,"floatzel,sea weasel,swift swim",73.9,3
"pokemon,sea weasel",It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,2,2,Buizel,55.0,9044,62,"buizel,sea weasel,swift swim",65.0,2
"elesquirrel,pokemon",A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,1,1,Pachirisu,151.0,2264,86,"elesquirrel,pachirisu,run away",8.6,1
"beehive,pokemon",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,3,3,Vespiquen,104.0,1078,123,"beehive,pressure,vespiquen",84.9,3
"pokemon,tiny bee","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",1,1,Combee,111.0,7856,254,"combee,honey gather,tiny bee",12.1,1
"moth,pokemon",It flutters around at night and steals honey from the Combee hive.,2,2,Mothim,177.0,2443,151,"moth,mothim,swarm",51.4,2
"bagworm,pokemon","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",,,Burmy,91.0,6129,266,"bagworm,burmy,shed skin",7.5,
"big boss,pokemon","Becoming active at night, it is known to swarm with numerous Murkrow in tow.",2,2,Honchkrow,47.0,7873,56,"big boss,honchkrow,insomnia",60.2,2
"pokemon,shield",Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,4,4,Bastiodon,191.0,6537,14,"bastiodon,shield,sturdy",329.6,4
"mach,pokemon",It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,6,6,Garchomp,62.0,8222,65,"garchomp,mach,sand veil",209.4,6
"cave,pokemon","As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",4,4,Gabite,154.0,4593,128,"cave,gabite,sand veil",123.5,4
"land shark,pokemon","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",2,2,Gible,194.0,6182,178,"gible,land shark,sand veil",45.2,2
"forbidden,pokemon",It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,3,3,Spiritomb,165.0,7680,51,"forbidden,pressure,spiritomb",238.1,3
"music note,pokemon","It can learn and speak human words. If they gather, they all learn the same saying.",1,1,Chatot,78.0,1336,261,"chatot,keen eye,music note",4.2,1
"playhouse,pokemon","It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",2,2,Happiny,67.0,4766,270,"happiny,natural cure,playhouse",53.8,2
"mime,pokemon","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",2,2,Mime-jr,170.0,3409,188,"mime,mime-jr,soundproof",28.7,2
"bonsai,pokemon",It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,1,1,Bonsly,106.0,2897,273,"bonsai,bonsly,rock head",33.1,1
"bronze bell,pokemon",Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,4,4,Bronzong,110.0,3873,191,"bronze bell,bronzong,levitate",412.3,4
"pokemon,skunk",It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,3,3,Skuntank,112.0,6511,56,"skunk,skuntank,stench",83.8,3
"pokemon,skunk",It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,1,1,Stunky,106.0,7336,12,"skunk,stench,stunky",42.3,1
"pokemon,tiger cat","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",3,3,Purugly,128.0,6724,158,"own tempo,purugly,tiger cat",96.6,3
"catty,pokemon","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",1,1,Glameow,39.0,5014,96,"catty,glameow,limber",8.6,1
"magical,pokemon",Its cries sound like incantations to torment the foe. It appears where you least expect it.,2,2,Mismagius,38.0,7198,215,"levitate,magical,mismagius",9.7,2
"pokemon,rabbit","The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",3,3,Lopunny,123.0,1079,85,"cute charm,lopunny,rabbit",73.4,3
"pokemon,scorpion",It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,2,2,Skorupi,51.0,8128,42,"scorpion,skorupi,sniper",26.5,2
"heavyweight,pokemon",It blasts internally stored sand from ports on its body to create a towering twister for attack.,6,6,Hippowdon,140.0,4356,273,"heavyweight,hippowdon,sand stream",661.4,6
"hippo,pokemon",It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,2,2,Hippopotas,189.0,2949,231,"hippo,hippopotas,sand stream",109.1,2
"magnet area,pokemon",It evolved from exposure to a special magnetic field. Three units generate magnetism.,3,3,Magnezone,190.0,1538,108,"magnet area,magnezone,sturdy",396.8,3
"frost tree,pokemon",It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,7,7,Abomasnow,46.0,1468,61,"abomasnow,frost tree,snow warning",298.7,7
"kite,pokemon","When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",3,3,Mantyke,121.0,5241,117,"kite,mantyke,water absorb",143.3,3
"frost tree,pokemon","In the spring, it grows berries with the texture of frozen treats around its belly.",3,3,Snover,104.0,3404,143,"frost tree,snover,snow warning",111.3,3
"pokemon,wing fish","After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",1,1,Finneon,172.0,1938,66,"finneon,swift swim,wing fish",15.4,1
"neon,pokemon","To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",3,3,Lumineon,72.0,6600,76,"lumineon,neon,swift swim",52.9,3
"pokemon,toxic mouth",Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,4,4,Toxicroak,145.0,4991,108,"dry skin,toxic mouth,toxicroak",97.9,4
"pokemon,toxic mouth","Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",2,2,Croagunk,145.0,7116,207,"croagunk,dry skin,toxic mouth",50.7,2
"bug catcher,pokemon",It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,4,4,Carnivine,60.0,3611,245,"bug catcher,carnivine,levitate",59.5,4
"aura,pokemon","By reading the auras of all things, it can tell how others are feeling from over half a mile away.",3,3,Lucario,102.0,1059,24,"aura,inner focus,lucario",119.0,3
"ogre scorpion,pokemon",It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,4,4,Drapion,72.0,6958,273,"drapion,ogre scorpion,sniper",135.6,4
"fang scorpion,pokemon",Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,6,6,Gliscor,28.0,4537,60,"fang scorpion,gliscor,sand veil",93.7,6
"emanation,pokemon",The aura that emanates from its body intensifies to alert others if it is afraid or sad.,2,2,Riolu,70.0,6986,86,"emanation,inner focus,riolu",44.5,2
"big eater,pokemon",It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,2,2,Munchlax,190.0,3240,239,"big eater,munchlax,pickup",231.5,2
"pokemon,verdant","Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",3,3,Leafeon,93.0,2585,295,"leaf guard,leafeon,verdant",56.2,3
"fresh snow,pokemon",It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,2,2,Glaceon,142.0,1234,27,"fresh snow,glaceon,snow cloak",57.1,2
"ogre darner,pokemon",This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,6,6,Yanmega,121.0,6798,35,"ogre darner,tinted lens,yanmega",113.5,6
"plasma,pokemon",Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,1,1,Rotom,42.0,3751,208,"levitate,plasma,rotom",0.7,1
"pokemon,snow land",Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,4,4,Froslass,86.0,1920,67,"froslass,snow cloak,snow land",58.6,4
"gripper,pokemon",The antenna on its head captures radio waves from the world of spirits that command it to take people there.,7,7,Dusknoir,158.0,1866,171,"dusknoir,gripper,pressure",235.0,7
"compass,pokemon",It freely controls three small units called Mini-Noses using magnetic force.,4,4,Probopass,181.0,9871,141,"compass,probopass,sturdy",749.6,4
"blade,pokemon","A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",5,5,Gallade,149.0,8023,271,"blade,gallade,steadfast",114.6,5
"pokemon,twin tusk",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,8,8,Mamoswine,104.0,6994,284,"mamoswine,oblivious,twin tusk",641.5,8
"jubilee,pokemon",It shares many blessings with people who respect one another’s rights and avoid needless strife.,4,4,Togekiss,158.0,7955,208,"jubilee,serene grace,togekiss",83.8,4
"blast,pokemon","It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",5,5,Magmortar,200.0,4979,149,"blast,flame body,magmortar",149.9,5
"pokemon,thunderbolt","It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",5,5,Electivire,61.0,5656,155,"electivire,motor drive,thunderbolt",305.6,5
"pokemon,vine","Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",6,6,Tangrowth,108.0,8824,136,"chlorophyll,tangrowth,vine",283.5,6
"drill,pokemon",It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,7,7,Rhyperior,79.0,1070,161,"drill,lightning rod,rhyperior",623.5,7
"licking,pokemon",Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,5,5,Lickilicky,101.0,5442,125,"lickilicky,licking,oblivious",308.6,5
"emotion,pokemon",It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,1,1,Mesprit,25.0,3231,152,"emotion,levitate,mesprit",0.7,1
"knowledge,pokemon",It is said that its emergence gave humans the intelligence to improve their quality of life.,1,1,Uxie,200.0,9949,138,"knowledge,levitate,uxie",0.7,1
"grass snake,pokemon","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",2,2,Snivy,102.0,6745,47,"grass snake,overgrow,snivy",17.9,2
"pokemon,victory","When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",1,1,Victini,109.0,1260,174,"victini,victory,victory star",8.8,1
"alpha,pokemon",It is told in mythology that this Pokémon was born before the universe even existed.,10,10,Arceus,53.0,1626,72,"alpha,arceus,multitype",705.5,10
"pokemon,regal",It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,10,10,Serperior,88.0,8781,164,"overgrow,regal,serperior",138.9,10
"grass snake,pokemon","When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",2,2,Servine,154.0,3149,82,"grass snake,overgrow,servine",35.3,2
"pitch-black,pokemon",It can lull people to sleep and make them dream. It is active during nights of the new moon.,4,4,Darkrai,59.0,9841,223,"bad dreams,darkrai,pitch-black",111.3,4
"pokemon,seafaring",It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,1,1,Manaphy,74.0,6259,186,"hydration,manaphy,seafaring",3.1,1
"pokemon,sea drifter","It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",1,1,Phione,155.0,9776,245,"hydration,phione,sea drifter",6.8,1
"lunar,pokemon",Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,4,4,Cresselia,34.0,9194,16,"cresselia,levitate,lunar",188.7,4
"colossal,pokemon",There is an enduring legend that states this Pokémon towed continents with ropes.,12,12,Regigigas,77.0,7091,226,"colossal,regigigas,slow start",925.9,12
"lava dome,pokemon","Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",5,5,Heatran,142.0,3485,120,"flash fire,heatran,lava dome",948.0,5
"pokemon,spatial",It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,13,13,Palkia,151.0,7745,54,"palkia,pressure,spatial",740.8,13
"pokemon,temporal",It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,17,17,Dialga,179.0,5942,104,"dialga,pressure,temporal",1505.8,17
"pokemon,willpower","It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",1,1,Azelf,32.0,2350,233,"azelf,levitate,willpower",0.7,1
"cruel,pokemon","Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",3,3,Liepard,104.0,5653,32,"cruel,liepard,limber",82.7,3
"devious,pokemon","They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",1,1,Purrloin,167.0,5704,270,"devious,limber,purrloin",22.3,1
"big-hearted,pokemon",Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,3,3,Stoutland,37.0,6800,80,"big-hearted,intimidate,stoutland",134.5,3
"loyal dog,pokemon","It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",2,2,Herdier,164.0,9141,227,"herdier,intimidate,loyal dog",32.4,2
"pokemon,puppy","Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",1,1,Lillipup,28.0,9237,29,"lillipup,pickup,puppy",9.0,1
"lookout,pokemon","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",3,3,Watchog,141.0,1555,294,"keen eye,lookout,watchog",59.5,3
"high temp,pokemon",This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,2,2,Pansear,194.0,1740,247,"gluttony,high temp,pansear",24.3,2
"pokemon,thorn monkey","Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",3,3,Simisage,98.0,5701,286,"gluttony,simisage,thorn monkey",67.2,3
"grass monkey,pokemon",It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,2,2,Pansage,197.0,6206,195,"gluttony,grass monkey,pansage",23.1,2
"pokemon,scout","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",1,1,Patrat,116.0,2903,294,"keen eye,patrat,scout",25.6,1
"formidable,pokemon",One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,4,4,Samurott,106.0,7758,279,"formidable,samurott,torrent",208.6,4
"discipline,pokemon","As a result of strict training, each Dewott learns different forms for using the scalchops.",2,2,Dewott,57.0,9988,141,"dewott,discipline,torrent",54.0,2
"pokemon,sea otter","It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",1,1,Oshawott,194.0,5544,157,"oshawott,sea otter,torrent",13.0,1
"mega fire pig,pokemon",It has mastered fast and powerful fighting moves. It grows a beard of fire.,5,5,Emboar,32.0,1657,258,"blaze,emboar,mega fire pig",330.7,5
"fire pig,pokemon","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",3,3,Pignite,149.0,5631,151,"blaze,fire pig,pignite",122.4,3
"fire pig,pokemon","It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",1,1,Tepig,195.0,3764,66,"blaze,fire pig,tepig",21.8,1
"geyser,pokemon","It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",3,3,Simipour,61.0,9367,101,"geyser,gluttony,simipour",63.9,3
"pokemon,spray",The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,2,2,Panpour,52.0,4106,271,"gluttony,panpour,spray",29.8,2
"ember,pokemon","When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",3,3,Simisear,38.0,5199,140,"ember,gluttony,simisear",61.7,3
"pokemon,subterrene","More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",2,2,Excadrill,36.0,7949,49,"excadrill,sand rush,subterrene",89.1,2
"mole,pokemon","By spinning its body, it can dig straight through the ground at a speed of 30 mph.",1,1,Drilbur,132.0,4925,171,"drilbur,mole,sand rush",18.7,1
"courting,pokemon",Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,2,2,Swoobat,49.0,6207,109,"courting,swoobat,unaware",23.1,2
"bat,pokemon",The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,1,1,Woobat,27.0,5333,289,"bat,unaware,woobat",4.6,1
"compressed,pokemon",Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,5,5,Gigalith,67.0,7277,18,"compressed,gigalith,sturdy",573.2,5
"ore,pokemon","When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",2,2,Boldore,76.0,1970,278,"boldore,ore,sturdy",224.9,2
"mantle,pokemon",They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,1,1,Roggenrola,41.0,7561,96,"mantle,roggenrola,sturdy",39.7,1
"pokemon,thunderbolt","They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",5,5,Zebstrika,138.0,7777,137,"lightning rod,thunderbolt,zebstrika",175.3,5
"pokemon,proud",Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,3,3,Unfezant,135.0,1545,51,"proud,super luck,unfezant",63.9,3
"pokemon,wild pigeon","No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",2,2,Tranquill,199.0,2552,295,"super luck,tranquill,wild pigeon",33.1,2
"pokemon,tiny pigeon",These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,1,1,Pidove,172.0,5830,290,"pidove,super luck,tiny pigeon",4.6,1
"drowsing,pokemon",The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,3,3,Musharna,58.0,1769,98,"drowsing,musharna,synchronize",133.4,3
"dream eater,pokemon","It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",2,2,Munna,172.0,1674,278,"dream eater,munna,synchronize",51.4,2
"muscular,pokemon",This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,3,3,Gurdurr,179.0,8012,105,"gurdurr,guts,muscular",88.2,3
"muscular,pokemon","Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",2,2,Timburr,194.0,2178,150,"guts,muscular,timburr",27.6,2
"hearing,pokemon","It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",3,3,Audino,95.0,5659,109,"audino,healer,hearing",68.3,3
"curlipede,pokemon","It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",3,3,Whirlipede,84.0,6342,170,"curlipede,swarm,whirlipede",129.0,3
"pokemon,windveiled","Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",2,2,Whimsicott,26.0,6481,30,"prankster,whimsicott,windveiled",14.6,2
"cotton puff,pokemon","Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",1,1,Cottonee,77.0,3946,139,"cotton puff,cottonee,prankster",1.3,1
"megapede,pokemon","With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",8,8,Scolipede,153.0,7491,28,"megapede,scolipede,swarm",442.0,8
"centipede,pokemon","Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",1,1,Venipede,87.0,4582,243,"centipede,swarm,venipede",11.7,1
"nurturing,pokemon",It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,3,3,Leavanny,130.0,5048,203,"leavanny,nurturing,swarm",45.2,3
"leaf-wrapped,pokemon","It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",1,1,Swadloon,107.0,9505,176,"chlorophyll,leaf-wrapped,swadloon",16.1,1
"pokemon,sewing","Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",1,1,Sewaddle,40.0,4022,137,"sewaddle,sewing,swarm",5.5,1
"karate,pokemon",Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,4,4,Sawk,129.0,6499,95,"inner focus,karate,sawk",112.4,4
"judo,pokemon","When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",4,4,Throh,43.0,3948,195,"guts,judo,throh",122.4,4
"pokemon,vibration",They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,4,4,Seismitoad,90.0,4146,252,"seismitoad,swift swim,vibration",136.7,4
"pokemon,vibration","It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",2,2,Palpitoad,117.0,8017,36,"hydration,palpitoad,vibration",37.5,2
"muscular,pokemon","Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",4,4,Conkeldurr,72.0,3386,251,"conkeldurr,guts,muscular",191.8,4
"flowering,pokemon",Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,3,3,Lilligant,137.0,4452,209,"chlorophyll,flowering,lilligant",35.9,3
"bulb,pokemon","Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.",1,1,Petilil,118.0,3773,109,"bulb,chlorophyll,petilil",14.6,1
"pokemon,prototurtle","It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",3,3,Carracosta,158.0,9806,11,"carracosta,prototurtle,sturdy",178.6,3
"pokemon,prototurtle","Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",2,2,Tirtouga,60.0,2653,98,"prototurtle,sturdy,tirtouga",36.4,2
"coffin,pokemon",Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,5,5,Cofagrigus,160.0,3040,195,"cofagrigus,coffin,mummy",168.7,5
