name,price,description,stock,sku,categories,tags,weight,length,width,height
Huntail,52.00,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",,2805,"Deep Sea,Pokemon","Deep Sea,huntail,Swift Swim","59,5",5,5,5
Clamperl,48.00,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",,2967,"Bivalve,Pokemon","Bivalve,clamperl,Shell Armor","115,7",1,1,1
Walrein,27.00,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",,1600,"Ice Break,Pokemon","Ice Break,Thick Fat,walrein",332,4,4,4
Sealeo,160.00,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",,4231,"Ball Roll,Pokemon","Ball Roll,sealeo,Thick Fat","193,1",3,3,3
Spheal,193.00,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",,7748,"Clap,Pokemon","Clap,spheal,Thick Fat","87,1",2,2,2
Glalie,178.00,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",,8582,"Face,Pokemon","Face,glalie,Inner Focus","565,5",4,4,4
Snorunt,82.00,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,,1099,"Pokemon,Snow Hat","Inner Focus,snorunt,Snow Hat",37,2,2,2
Prinplup,177.00,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,,5785,"Penguin,Pokemon","Penguin,prinplup,Torrent","50,7",2,2,2
Infernape,165.00,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,,3225,"Flame,Pokemon","Blaze,Flame,infernape","121,3",3,3,3
Monferno,68.00,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,,8413,"Playful,Pokemon","Blaze,monferno,Playful","48,5",2,2,2
Chimchar,143.00,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,,5021,"Chimp,Pokemon","Blaze,chimchar,Chimp","13,7",1,1,1
Torterra,87.00,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,,8373,"Continent,Pokemon","Continent,Overgrow,torterra","683,4",7,7,7
Grotle,154.00,It knows where pure water wells up. It carries fellow Pokémon there on its back.,,7359,"Grove,Pokemon","grotle,Grove,Overgrow","213,8",3,3,3
Turtwig,101.00,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",,8788,"Pokemon,Tiny Leaf","Overgrow,Tiny Leaf,turtwig","22,5",1,1,1
Jirachi,111.00,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,,7952,"Pokemon,Wish","jirachi,Serene Grace,Wish","2,4",1,1,1
Rayquaza,97.00,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",,5410,"Pokemon,Sky High","Air Lock,rayquaza,Sky High","455,2",23,23,23
Groudon,124.00,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",,6626,"Continent,Pokemon","Continent,Drought,groudon","2094,4",11,11,11
Kyogre,27.00,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",,5206,"Pokemon,Sea Basin","Drizzle,kyogre,Sea Basin",776,14,14,14
Latios,166.00,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,,7850,"Eon,Pokemon","Eon,latios,Levitate","132,3",6,6,6
Latias,126.00,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,,5077,"Eon,Pokemon","Eon,latias,Levitate","88,2",4,4,4
Registeel,196.00,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,,6723,"Iron,Pokemon","Clear Body,Iron,registeel","451,9",6,6,6
Regice,165.00,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",,2261,"Iceberg,Pokemon","Clear Body,Iceberg,regice","385,8",5,5,5
Regirock,66.00,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",,5687,"Pokemon,Rock Peak","Clear Body,regirock,Rock Peak","507,1",5,5,5
Shieldon,42.00,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,,9942,"Pokemon,Shield","Shield,shieldon,Sturdy","125,7",1,1,1
Rampardos,196.00,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,,3536,"Head Butt,Pokemon","Head Butt,Mold Breaker,rampardos",226,5,5,5
Cranidos,47.00,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",,8627,"Head Butt,Pokemon","cranidos,Head Butt,Mold Breaker","69,4",2,2,2
Roserade,155.00,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",,7696,"Bouquet,Pokemon","Bouquet,Poison Point,roserade",32,2,2,2
Luxray,43.00,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,,4317,"Gleam Eyes,Pokemon","Gleam Eyes,Intimidate,luxray","92,6",4,4,4
Luxio,168.00,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,,9734,"Pokemon,Spark","Intimidate,luxio,Spark","67,2",2,2,2
Shinx,149.00,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,,1507,"Flash,Pokemon","Flash,Intimidate,shinx","20,9",1,1,1
Kricketune,53.00,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,,8726,"Cricket,Pokemon","Cricket,kricketune,Swarm","56,2",3,3,3
Kricketot,94.00,"When its antennae hit each other, it sounds like the music of a xylophone.",,9812,"Cricket,Pokemon","Cricket,kricketot,Shed Skin","4,9",1,1,1
Bibarel,114.00,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,,6844,"Beaver,Pokemon","Beaver,bibarel,Simple","69,4",3,3,3
Bidoof,128.00,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,,1171,"Plump Mouse,Pokemon","bidoof,Plump Mouse,Simple","44,1",1,1,1
Staraptor,42.00,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",,9866,"Pokemon,Predator","Intimidate,Predator,staraptor","54,9",3,3,3
Staravia,158.00,It lives in forests and fields. Squabbles over territory occur when flocks collide.,,1799,"Pokemon,Starling","Intimidate,staravia,Starling","34,2",2,2,2
Starly,59.00,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",,3055,"Pokemon,Starling","Keen Eye,Starling,starly","4,4",1,1,1
Empoleon,42.00,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,,2449,"Emperor,Pokemon","Emperor,empoleon,Torrent","186,3",5,5,5
Buneary,180.00,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",,6054,"Pokemon,Rabbit","buneary,Rabbit,Run Away","12,1",1,1,1
Drifblim,36.00,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",,9301,"Blimp,Pokemon","Aftermath,Blimp,drifblim","33,1",3,3,3
Drifloon,70.00,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,,6748,"Balloon,Pokemon","Aftermath,Balloon,drifloon","2,6",1,1,1
Ambipom,36.00,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",,9199,"Long Tail,Pokemon","ambipom,Long Tail,Pickup","44,8",3,3,3
Gastrodon,148.00,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,,8490,"Pokemon,Sea Slug","gastrodon,Sea Slug,Sticky Hold","65,9",2,2,2
Shellos,163.00,"Its shape and coloration vary, depending on its habitat.",,4538,"Pokemon,Sea Slug","Sea Slug,shellos,Sticky Hold","13,9",1,1,1
Cherrim,161.00,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",,2914,"Blossom,Pokemon","Blossom,cherrim,Flower Gift","20,5",1,1,1
Cherubi,101.00,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,,5681,"Cherry,Pokemon","Cherry,cherubi,Chlorophyll","7,3",1,1,1
Floatzel,40.00,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,,4591,"Pokemon,Sea Weasel","floatzel,Sea Weasel,Swift Swim","73,9",3,3,3
Buizel,55.00,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,,9044,"Pokemon,Sea Weasel","buizel,Sea Weasel,Swift Swim",65,2,2,2
Pachirisu,151.00,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,,2264,"EleSquirrel,Pokemon","EleSquirrel,pachirisu,Run Away","8,6",1,1,1
Vespiquen,104.00,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,,1078,"Beehive,Pokemon","Beehive,Pressure,vespiquen","84,9",3,3,3
Combee,111.00,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",,7856,"Pokemon,Tiny Bee","combee,Honey Gather,Tiny Bee","12,1",1,1,1
Mothim,177.00,It flutters around at night and steals honey from the Combee hive.,,2443,"Moth,Pokemon","Moth,mothim,Swarm","51,4",2,2,2
Bastiodon,191.00,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,,6537,"Pokemon,Shield","bastiodon,Shield,Sturdy","329,6",4,4,4
Garchomp,62.00,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,,8222,"Mach,Pokemon","garchomp,Mach,Sand Veil","209,4",6,6,6
Gabite,154.00,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",,4593,"Cave,Pokemon","Cave,gabite,Sand Veil","123,5",4,4,4
Gible,194.00,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",,6182,"Land Shark,Pokemon","gible,Land Shark,Sand Veil","45,2",2,2,2
Spiritomb,165.00,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,,7680,"Forbidden,Pokemon","Forbidden,Pressure,spiritomb","238,1",3,3,3
Chatot,78.00,"It can learn and speak human words. If they gather, they all learn the same saying.",,1336,"Music Note,Pokemon","chatot,Keen Eye,Music Note","4,2",1,1,1
Happiny,67.00,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",,4766,"Playhouse,Pokemon","happiny,Natural Cure,Playhouse","53,8",2,2,2
Mime-jr,170.00,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",,3409,"Mime,Pokemon","Mime,mime-jr,Soundproof","28,7",2,2,2
Bonsly,106.00,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,,2897,"Bonsai,Pokemon","Bonsai,bonsly,Rock Head","33,1",1,1,1
Bronzong,110.00,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,,3873,"Bronze Bell,Pokemon","Bronze Bell,bronzong,Levitate","412,3",4,4,4
Skuntank,112.00,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,,6511,"Pokemon,Skunk","Skunk,skuntank,Stench","83,8",3,3,3
Stunky,106.00,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,,7336,"Pokemon,Skunk","Skunk,Stench,stunky","42,3",1,1,1
Purugly,128.00,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",,6724,"Pokemon,Tiger Cat","Own Tempo,purugly,Tiger Cat","96,6",3,3,3
Glameow,39.00,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",,5014,"Catty,Pokemon","Catty,glameow,Limber","8,6",1,1,1
Honchkrow,47.00,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",,7873,"Big Boss,Pokemon","Big Boss,honchkrow,Insomnia","60,2",2,2,2
Mismagius,38.00,Its cries sound like incantations to torment the foe. It appears where you least expect it.,,7198,"Magical,Pokemon","Levitate,Magical,mismagius","9,7",2,2,2
Lopunny,123.00,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",,1079,"Pokemon,Rabbit","Cute Charm,lopunny,Rabbit","73,4",3,3,3
Magnezone,190.00,It evolved from exposure to a special magnetic field. Three units generate magnetism.,,1538,"Magnet Area,Pokemon","Magnet Area,magnezone,Sturdy","396,8",3,3,3
Abomasnow,46.00,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,,1468,"Frost Tree,Pokemon","abomasnow,Frost Tree,Snow Warning","298,7",7,7,7
Snover,104.00,"In the spring, it grows berries with the texture of frozen treats around its belly.",,3404,"Frost Tree,Pokemon","Frost Tree,snover,Snow Warning","111,3",3,3,3
Mantyke,121.00,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",,5241,"Kite,Pokemon","Kite,mantyke,Water Absorb","143,3",3,3,3
Lumineon,72.00,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",,6600,"Neon,Pokemon","lumineon,Neon,Swift Swim","52,9",3,3,3
Finneon,172.00,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",,1938,"Pokemon,Wing Fish","finneon,Swift Swim,Wing Fish","15,4",1,1,1
Carnivine,60.00,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,,3611,"Bug Catcher,Pokemon","Bug Catcher,carnivine,Levitate","59,5",4,4,4
Toxicroak,145.00,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,,4991,"Pokemon,Toxic Mouth","Dry Skin,Toxic Mouth,toxicroak","97,9",4,4,4
Croagunk,145.00,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",,7116,"Pokemon,Toxic Mouth","croagunk,Dry Skin,Toxic Mouth","50,7",2,2,2
Drapion,72.00,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,,6958,"Ogre Scorpion,Pokemon","drapion,Ogre Scorpion,Sniper","135,6",4,4,4
Skorupi,51.00,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,,8128,"Pokemon,Scorpion","Scorpion,skorupi,Sniper","26,5",2,2,2
Hippowdon,140.00,It blasts internally stored sand from ports on its body to create a towering twister for attack.,,4356,"Heavyweight,Pokemon","Heavyweight,hippowdon,Sand Stream","661,4",6,6,6
Hippopotas,189.00,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,,2949,"Hippo,Pokemon","Hippo,hippopotas,Sand Stream","109,1",2,2,2
Lucario,102.00,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",,1059,"Aura,Pokemon","Aura,Inner Focus,lucario",119,3,3,3
Riolu,70.00,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,,6986,"Emanation,Pokemon","Emanation,Inner Focus,riolu","44,5",2,2,2
Munchlax,190.00,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,,3240,"Big Eater,Pokemon","Big Eater,munchlax,Pickup","231,5",2,2,2
Rotom,42.00,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,,3751,"Plasma,Pokemon","Levitate,Plasma,rotom","0,7",1,1,1
Froslass,86.00,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,,1920,"Pokemon,Snow Land","froslass,Snow Cloak,Snow Land","58,6",4,4,4
Dusknoir,158.00,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,,1866,"Gripper,Pokemon","dusknoir,Gripper,Pressure",235,7,7,7
Probopass,181.00,It freely controls three small units called Mini-Noses using magnetic force.,,9871,"Compass,Pokemon","Compass,probopass,Sturdy","749,6",4,4,4
Gallade,149.00,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",,8023,"Blade,Pokemon","Blade,gallade,Steadfast","114,6",5,5,5
Mamoswine,104.00,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,,6994,"Pokemon,Twin Tusk","mamoswine,Oblivious,Twin Tusk","641,5",8,8,8
Gliscor,28.00,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,,4537,"Fang Scorpion,Pokemon","Fang Scorpion,gliscor,Sand Veil","93,7",6,6,6
Glaceon,142.00,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,,1234,"Fresh Snow,Pokemon","Fresh Snow,glaceon,Snow Cloak","57,1",2,2,2
Leafeon,93.00,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",,2585,"Pokemon,Verdant","Leaf Guard,leafeon,Verdant","56,2",3,3,3
Yanmega,121.00,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,,6798,"Ogre Darner,Pokemon","Ogre Darner,Tinted Lens,yanmega","113,5",6,6,6
Togekiss,158.00,It shares many blessings with people who respect one another’s rights and avoid needless strife.,,7955,"Jubilee,Pokemon","Jubilee,Serene Grace,togekiss","83,8",4,4,4
Magmortar,200.00,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",,4979,"Blast,Pokemon","Blast,Flame Body,magmortar","149,9",5,5,5
Electivire,61.00,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",,5656,"Pokemon,Thunderbolt","electivire,Motor Drive,Thunderbolt","305,6",5,5,5
Tangrowth,108.00,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",,8824,"Pokemon,Vine","Chlorophyll,tangrowth,Vine","283,5",6,6,6
Rhyperior,79.00,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,,1070,"Drill,Pokemon","Drill,Lightning Rod,rhyperior","623,5",7,7,7
Lickilicky,101.00,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,,5442,"Licking,Pokemon","lickilicky,Licking,Oblivious","308,6",5,5,5
Serperior,88.00,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,,8781,"Pokemon,Regal","Overgrow,Regal,serperior","138,9",10,10,10
Servine,154.00,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",,3149,"Grass Snake,Pokemon","Grass Snake,Overgrow,servine","35,3",2,2,2
Snivy,102.00,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",,6745,"Grass Snake,Pokemon","Grass Snake,Overgrow,snivy","17,9",2,2,2
Victini,109.00,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",,1260,"Pokemon,Victory","victini,Victory,Victory Star","8,8",1,1,1
Arceus,53.00,It is told in mythology that this Pokémon was born before the universe even existed.,,1626,"Alpha,Pokemon","Alpha,arceus,Multitype","705,5",10,10,10
Darkrai,59.00,It can lull people to sleep and make them dream. It is active during nights of the new moon.,,9841,"Pitch-Black,Pokemon","Bad Dreams,darkrai,Pitch-Black","111,3",4,4,4
Manaphy,74.00,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,,6259,"Pokemon,Seafaring","Hydration,manaphy,Seafaring","3,1",1,1,1
Phione,155.00,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",,9776,"Pokemon,Sea Drifter","Hydration,phione,Sea Drifter","6,8",1,1,1
Cresselia,34.00,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,,9194,"Lunar,Pokemon","cresselia,Levitate,Lunar","188,7",4,4,4
Regigigas,77.00,There is an enduring legend that states this Pokémon towed continents with ropes.,,7091,"Colossal,Pokemon","Colossal,regigigas,Slow Start","925,9",12,12,12
Heatran,142.00,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",,3485,"Lava Dome,Pokemon","Flash Fire,heatran,Lava Dome",948,5,5,5
Palkia,151.00,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,,7745,"Pokemon,Spatial","palkia,Pressure,Spatial","740,8",13,13,13
Dialga,179.00,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,,5942,"Pokemon,Temporal","dialga,Pressure,Temporal","1505,8",17,17,17
Azelf,32.00,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",,2350,"Pokemon,Willpower","azelf,Levitate,Willpower","0,7",1,1,1
Mesprit,25.00,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,,3231,"Emotion,Pokemon","Emotion,Levitate,mesprit","0,7",1,1,1
Uxie,200.00,It is said that its emergence gave humans the intelligence to improve their quality of life.,,9949,"Knowledge,Pokemon","Knowledge,Levitate,uxie","0,7",1,1,1
Pansear,194.00,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,,1740,"High Temp,Pokemon","Gluttony,High Temp,pansear","24,3",2,2,2
Simisage,98.00,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",,5701,"Pokemon,Thorn Monkey","Gluttony,simisage,Thorn Monkey","67,2",3,3,3
Pansage,197.00,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,,6206,"Grass Monkey,Pokemon","Gluttony,Grass Monkey,pansage","23,1",2,2,2
Liepard,104.00,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",,5653,"Cruel,Pokemon","Cruel,liepard,Limber","82,7",3,3,3
Purrloin,167.00,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",,5704,"Devious,Pokemon","Devious,Limber,purrloin","22,3",1,1,1
Stoutland,37.00,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,,6800,"Big-Hearted,Pokemon","Big-Hearted,Intimidate,stoutland","134,5",3,3,3
Herdier,164.00,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",,9141,"Loyal Dog,Pokemon","herdier,Intimidate,Loyal Dog","32,4",2,2,2
Lillipup,28.00,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",,9237,"Pokemon,Puppy","lillipup,Pickup,Puppy",9,1,1,1
Watchog,141.00,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",,1555,"Lookout,Pokemon","Keen Eye,Lookout,watchog","59,5",3,3,3
Patrat,116.00,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",,2903,"Pokemon,Scout","Keen Eye,patrat,Scout","25,6",1,1,1
Samurott,106.00,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,,7758,"Formidable,Pokemon","Formidable,samurott,Torrent","208,6",4,4,4
Dewott,57.00,"As a result of strict training, each Dewott learns different forms for using the scalchops.",,9988,"Discipline,Pokemon","dewott,Discipline,Torrent",54,2,2,2
Oshawott,194.00,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",,5544,"Pokemon,Sea Otter","oshawott,Sea Otter,Torrent",13,1,1,1
Emboar,32.00,It has mastered fast and powerful fighting moves. It grows a beard of fire.,,1657,"Mega Fire Pig,Pokemon","Blaze,emboar,Mega Fire Pig","330,7",5,5,5
Pignite,149.00,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",,5631,"Fire Pig,Pokemon","Blaze,Fire Pig,pignite","122,4",3,3,3
Tepig,195.00,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",,3764,"Fire Pig,Pokemon","Blaze,Fire Pig,tepig","21,8",1,1,1
Excadrill,36.00,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",,7949,"Pokemon,Subterrene","excadrill,Sand Rush,Subterrene","89,1",2,2,2
Drilbur,132.00,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",,4925,"Mole,Pokemon","drilbur,Mole,Sand Rush","18,7",1,1,1
Swoobat,49.00,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,,6207,"Courting,Pokemon","Courting,swoobat,Unaware","23,1",2,2,2
Woobat,27.00,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,,5333,"Bat,Pokemon","Bat,Unaware,woobat","4,6",1,1,1
Gigalith,67.00,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,,7277,"Compressed,Pokemon","Compressed,gigalith,Sturdy","573,2",5,5,5
Boldore,76.00,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",,1970,"Ore,Pokemon","boldore,Ore,Sturdy","224,9",2,2,2
Roggenrola,41.00,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,,7561,"Mantle,Pokemon","Mantle,roggenrola,Sturdy","39,7",1,1,1
Zebstrika,138.00,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",,7777,"Pokemon,Thunderbolt","Lightning Rod,Thunderbolt,zebstrika","175,3",5,5,5
Tranquill,199.00,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",,2552,"Pokemon,Wild Pigeon","Super Luck,tranquill,Wild Pigeon","33,1",2,2,2
Unfezant,135.00,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,,1545,"Pokemon,Proud","Proud,Super Luck,unfezant","63,9",3,3,3
Pidove,172.00,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,,5830,"Pokemon,Tiny Pigeon","pidove,Super Luck,Tiny Pigeon","4,6",1,1,1
Musharna,58.00,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,,1769,"Drowsing,Pokemon","Drowsing,musharna,Synchronize","133,4",3,3,3
Munna,172.00,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",,1674,"Dream Eater,Pokemon","Dream Eater,munna,Synchronize","51,4",2,2,2
Simipour,61.00,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",,9367,"Geyser,Pokemon","Geyser,Gluttony,simipour","63,9",3,3,3
Panpour,52.00,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,,4106,"Pokemon,Spray","Gluttony,panpour,Spray","29,8",2,2,2
Simisear,38.00,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",,5199,"Ember,Pokemon","Ember,Gluttony,simisear","61,7",3,3,3
Whimsicott,26.00,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",,6481,"Pokemon,Windveiled","Prankster,whimsicott,Windveiled","14,6",2,2,2
Cottonee,77.00,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",,3946,"Cotton Puff,Pokemon","Cotton Puff,cottonee,Prankster","1,3",1,1,1
Scolipede,153.00,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",,7491,"Megapede,Pokemon","Megapede,scolipede,Swarm",442,8,8,8
Whirlipede,84.00,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",,6342,"Curlipede,Pokemon","Curlipede,Swarm,whirlipede",129,3,3,3
Venipede,87.00,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",,4582,"Centipede,Pokemon","Centipede,Swarm,venipede","11,7",1,1,1
Leavanny,130.00,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,,5048,"Nurturing,Pokemon","leavanny,Nurturing,Swarm","45,2",3,3,3
Swadloon,107.00,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",,9505,"Leaf-Wrapped,Pokemon","Chlorophyll,Leaf-Wrapped,swadloon","16,1",1,1,1
